operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725989,77.5602097,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.06653857,77.58240007,Karnataka,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.4574333,73.7860554,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582215,73.7861356,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582215,73.7861356,Maharashtra,November,2022
Airtel,Indoor,,5,Satisfactory,13.07223948,77.56739722,Karnataka,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0666065,77.582425,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0666204,77.5824415,Karnataka,November,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,25.465215,81.847985,Uttar Pradesh,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Outdoor,,5,Satisfactory,19.07078401,72.99732223,Maharashtra,November,2022
Airtel,Outdoor,4G,3,Satisfactory,30.1106377,78.2972996,Uttarakhand,November,2022
Airtel,Outdoor,4G,3,Satisfactory,30.1106377,78.2972996,Uttarakhand,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725663,77.5602174,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.0725693,77.5602227,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.0725994,77.5602056,Karnataka,November,2022
VI,Travelling,,5,Satisfactory,19.01671239,73.014456,Maharashtra,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725926,77.5602103,Karnataka,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0726006,77.5602071,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,18.5066178,73.8323486,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.50673922,73.83236007,Maharashtra,November,2022
RJio,Indoor,4G,5,Satisfactory,15.87099,74.50536167,Karnataka,November,2022
RJio,Indoor,4G,5,Satisfactory,15.87099,74.50536167,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,18.5282005,73.8741965,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.50673922,73.83236007,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4920039,73.8558332,Maharashtra,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
VI,Outdoor,,5,Satisfactory,19.06512918,73.00199408,Maharashtra,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.06907848,77.55967756,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.06907848,77.55967756,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,4,Satisfactory,26.90371706,75.79958618,Rajasthan,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.06907848,77.55967756,Karnataka,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.22038108,72.84287457,Maharashtra,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.22038108,72.84287457,Maharashtra,November,2022
Airtel,Outdoor,4G,1,Poor Voice Quality,19.1874003,72.8481887,Maharashtra,November,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,25.46601,81.84813167,Uttar Pradesh,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725997,77.5602083,Karnataka,November,2022
VI,Outdoor,,5,Satisfactory,19.06575699,73.00212444,Maharashtra,November,2022
VI,Indoor,,5,Satisfactory,19.06575699,73.00212444,Maharashtra,November,2022
RJio,Indoor,4G,4,Satisfactory,26.90371706,75.79958618,Rajasthan,November,2022
VI,Outdoor,,5,Satisfactory,19.06575699,73.00212444,Maharashtra,November,2022
Airtel,Indoor,,5,Satisfactory,13.0725965,77.5602029,Karnataka,November,2022
RJio,Travelling,4G,5,Satisfactory,15.360025,75.12740833,Karnataka,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.9357527,77.6946107,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.93562746,77.69521069,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.93547225,77.69514595,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,,5,Satisfactory,12.9360762,77.6946316,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
BSNL,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,,3,Satisfactory,30.1047925,78.2876597,Uttarakhand,November,2022
Airtel,Indoor,4G,1,Call Dropped,19.21645205,72.84257359,Maharashtra,November,2022
BSNL,Indoor,4G,3,Satisfactory,30.1155412,78.2817601,Uttarakhand,November,2022
Airtel,Outdoor,,3,Satisfactory,30.1155412,78.2817601,Uttarakhand,November,2022
Airtel,Indoor,4G,2,Poor Voice Quality,19.2205505,72.8428545,Maharashtra,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.93650518,77.69458956,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.93650518,77.69458956,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,1,Call Dropped,12.93627205,77.6943842,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.93627205,77.6943842,Karnataka,November,2022
Airtel,Indoor,,1,Call Dropped,12.9360715,77.6946386,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.9358523,77.6945597,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.935828,77.6945907,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,12.9357098,77.6946285,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.9358322,77.6945719,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,25.2570927,86.9994172,Bihar,November,2022
VI,Indoor,,5,Satisfactory,25.2576848,87.0000959,Bihar,November,2022
VI,Indoor,4G,5,Satisfactory,25.257321,87.0004085,Bihar,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.9357008,77.6946205,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,12.9357091,77.6946238,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Travelling,,5,Satisfactory,12.9357165,77.6946246,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.9356399,77.694591,Karnataka,November,2022
Airtel,Indoor,,3,Satisfactory,30.1155561,78.2817574,Uttarakhand,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.95001323,77.69952629,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.9502768,77.69931511,Karnataka,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.2205525,72.8428704,Maharashtra,November,2022
Airtel,Indoor,,5,Satisfactory,13.06840765,77.55981365,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.072598,77.5602043,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.06844031,77.55977403,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.05829237,77.55901596,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Travelling,4G,5,Satisfactory,15.81468167,74.56725333,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.9716168,77.69960298,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.9716168,77.69960298,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.93585342,77.69426841,Karnataka,November,2022
VI,Outdoor,,5,Satisfactory,19.0645402,73.00076466,Maharashtra,November,2022
RJio,Indoor,4G,4,Satisfactory,26.8901506,75.808449,Rajasthan,November,2022
Airtel,Indoor,2G,5,Satisfactory,12.9358276,77.6945861,Karnataka,November,2022
Airtel,Travelling,4G,1,Poor Voice Quality,19.2205357,72.8428601,Maharashtra,November,2022
Airtel,Indoor,,5,Satisfactory,12.9358276,77.6945861,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,12.9360419,77.6946389,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,12.9360904,77.694642,Karnataka,November,2022
Airtel,Outdoor,,3,Satisfactory,30.11585274,78.2812345,Uttarakhand,November,2022
RJio,Outdoor,4G,4,Satisfactory,26.9035379,75.81419198,Rajasthan,November,2022
RJio,Indoor,4G,5,Satisfactory,15.857885,74.53201833,Karnataka,November,2022
RJio,Indoor,4G,5,Satisfactory,15.857885,74.53201833,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.02701055,77.63440397,Karnataka,November,2022
Airtel,Travelling,,2,Poor Voice Quality,13.04859101,77.55755933,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.04946445,77.5574468,Karnataka,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.2205586,72.8429089,Maharashtra,November,2022
Airtel,Outdoor,4G,3,Satisfactory,30.10491522,78.28764242,Uttarakhand,November,2022
VI,Travelling,4G,5,Satisfactory,18.47327448,73.9587417,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582589,73.7861706,Maharashtra,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725996,77.5602073,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,18.4581979,73.7861682,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4581979,73.7861682,Maharashtra,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,25.46612167,81.84826167,Uttar Pradesh,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.4581176,73.78389973,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4581176,73.78389973,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4581176,73.78389973,Maharashtra,November,2022
Airtel,Travelling,4G,4,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.45789336,73.78599291,Maharashtra,November,2022
Airtel,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.45789336,73.78599291,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.45789336,73.78599291,Maharashtra,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.2205534,72.8428754,Maharashtra,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Travelling,4G,4,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,3,Satisfactory,30.10491522,78.28764242,Uttarakhand,November,2022
RJio,Indoor,4G,4,Satisfactory,26.9035379,75.81419198,Rajasthan,November,2022
Airtel,Travelling,,1,Poor Voice Quality,22.58861833,88.44109333,West Bengal,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0725912,77.5602264,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725897,77.5602206,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0725897,77.5602384,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.07264989,77.56011691,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0599183,80.2148768,Tamil Nadu,November,2022
RJio,Outdoor,4G,4,Satisfactory,26.86670727,75.6857689,Rajasthan,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Travelling,4G,4,Satisfactory,26.86670727,75.6857689,Rajasthan,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0725919,77.5602281,Karnataka,November,2022
Airtel,Indoor,,1,Poor Voice Quality,13.0725955,77.5602102,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.072552,77.5602171,Karnataka,November,2022
Airtel,Indoor,,3,Satisfactory,30.10491522,78.28764242,Uttarakhand,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.0725947,77.5602089,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Travelling,4G,5,Satisfactory,12.98548333,80.26705,Tamil Nadu,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.2206347,72.8430267,Maharashtra,November,2022
Airtel,Indoor,4G,1,Call Dropped,19.2206347,72.8430267,Maharashtra,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,3,Poor Voice Quality,28.6629191,77.2820546,Delhi,November,2022
VI,Indoor,4G,5,Satisfactory,23.3500597,85.3205683,Jharkhand,November,2022
Airtel,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Outdoor,4G,5,Satisfactory,12.96341646,77.48877137,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,,3,Satisfactory,30.1073423,78.2888322,Uttarakhand,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,5,Satisfactory,13.07254084,77.56012886,Karnataka,November,2022
Airtel,Indoor,,5,Satisfactory,13.06197406,77.58945601,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,29.16857419,75.69196104,Haryana,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,3,Satisfactory,30.10491522,78.28764242,Uttarakhand,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,25.4661536,81.8482884,Uttar Pradesh,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0726003,77.5602057,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,29.16857419,75.69196104,Haryana,November,2022
Airtel,Outdoor,,3,Satisfactory,30.10491522,78.28764242,Uttarakhand,November,2022
RJio,Travelling,4G,5,Satisfactory,12.00622333,79.09169167,Tamil Nadu,November,2022
RJio,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,5,Satisfactory,15.87398,74.50814333,Karnataka,November,2022
Airtel,Outdoor,4G,3,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.45865118,73.78531589,Maharashtra,November,2022
Airtel,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,3,Satisfactory,30.1047649,78.2876954,Uttarakhand,November,2022
VI,Indoor,,5,Satisfactory,19.06541971,73.00276294,Maharashtra,November,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Travelling,2G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0725977,77.5602083,Karnataka,November,2022
RJio,Indoor,4G,5,Satisfactory,23.19753167,75.79317,Madhya Pradesh,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,,5,Satisfactory,13.0725967,77.5602066,Karnataka,November,2022
RJio,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,19.06544928,73.00265904,Maharashtra,November,2022
RJio,Indoor,4G,5,Satisfactory,20.36529333,79.99145,Maharashtra,November,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
BSNL,Indoor,3G,4,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Travelling,4G,5,Satisfactory,18.4582216,73.7861632,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.458393,73.7858895,Maharashtra,November,2022
VI,Travelling,4G,2,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582331,73.7861634,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582236,73.7861613,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582236,73.7861613,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4583195,73.7857213,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582464,73.7860268,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,29.1697914,75.6917701,Haryana,November,2022
RJio,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Travelling,4G,3,Satisfactory,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
Airtel,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
VI,Indoor,,5,Satisfactory,19.07115089,72.99676989,Maharashtra,November,2022
Airtel,Indoor,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Travelling,4G,1,Poor Voice Quality,19.22062151,72.84287017,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4591413,73.7869467,Maharashtra,November,2022
Airtel,Outdoor,4G,4,Satisfactory,-1.0,-1.0,,November,2022
RJio,Outdoor,4G,4,Satisfactory,26.900929,75.7967767,Rajasthan,November,2022
Airtel,Indoor,4G,2,Poor Voice Quality,19.22062151,72.84287017,Maharashtra,November,2022
Airtel,Travelling,4G,5,Satisfactory,-1.0,-1.0,,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.0725955,77.5602095,Karnataka,November,2022
VI,Indoor,4G,5,Satisfactory,18.4582681,73.7860753,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4584291,73.7860128,Maharashtra,November,2022
VI,Indoor,4G,5,Satisfactory,18.4584291,73.7860128,Maharashtra,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.22062151,72.84287017,Maharashtra,November,2022
Airtel,Indoor,4G,3,Satisfactory,30.1047932,78.2876713,Uttarakhand,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,19.22062151,72.84287017,Maharashtra,November,2022
Airtel,Indoor,,5,Satisfactory,13.0725995,77.5602139,Karnataka,November,2022
Airtel,Indoor,2G,5,Satisfactory,13.07256919,77.56014624,Karnataka,November,2022
Airtel,Outdoor,4G,3,Satisfactory,30.1048027,78.2876383,Uttarakhand,November,2022
RJio,Indoor,4G,5,Satisfactory,15.871265,74.50554833,Karnataka,November,2022
RJio,Indoor,4G,5,Satisfactory,15.871265,74.50554833,Karnataka,November,2022
RJio,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,November,2022
VI,Indoor,4G,5,Satisfactory,29.16456504,75.70539077,Haryana,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
RJio,Indoor,4G,4,Satisfactory,19.12479174,72.82290515,Maharashtra,November,2022
Airtel,Indoor,,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Call Dropped,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,November,2022
Airtel,Indoor,4G,1,Call Dropped,14.0281365,75.93189338,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,14.0281365,75.93189338,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,14.0281365,75.93189338,Karnataka,November,2022
Airtel,Indoor,4G,5,Satisfactory,14.0281365,75.93189338,Karnataka,November,2022
